"Election","ReportingJurisdiction","TypeofReferendum","ReferendumTitle","ReferendumText","DataEntryJurisdictionName","DataEntryLevelName","YesVotes","NoVotes"
"2020 General Election","Starke","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Margret G. Robb be retained in office?","Starke","Locality","5748","1846"
"2020 General Election","Starke","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fourth District","Shall Judge Melissa S. May be retained in office?","Starke","Locality","5726","1799"
"2020 General Election","Starke","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Third District","Shall Judge Elizabeth Thoman Tavitas be retained in office?","Starke","Locality","5725","1821"
"2020 General Election","Starke","Supreme Court Justice Retention","Retention of Justice of the Supreme Court of Indiana","Shall Justice Christopher M. Goff be retained in office?","Starke","Locality","5746","1961"
"2020 General Election","Steuben","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Elaine B. Brown be retained in office?","Steuben","Locality","10493","2149"
"2020 General Election","Steuben","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Margret G. Robb be retained in office?","Steuben","Locality","10317","2214"
"2020 General Election","Steuben","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fourth District","Shall Judge Melissa S. May be retained in office?","Steuben","Locality","10446","2104"
"2020 General Election","Steuben","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Third District","Shall Judge Elizabeth Thoman Tavitas be retained in office?","Steuben","Locality","10501","2097"
"2020 General Election","Steuben","Supreme Court Justice Retention","Retention of Justice of the Supreme Court of Indiana","Shall Justice Christopher M. Goff be retained in office?","Steuben","Locality","10345","2348"
"2020 General Election","Sullivan","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Elaine B. Brown be retained in office?","Sullivan","Locality","4728","1874"
"2020 General Election","Sullivan","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Margret G. Robb be retained in office?","Sullivan","Locality","4747","1886"
"2020 General Election","Sullivan","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - First District","Shall Judge Lloyd Mark Bailey be retained in office?","Sullivan","Locality","4685","1970"
"2020 General Election","Sullivan","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fourth District","Shall Judge Melissa S. May be retained in office?","Sullivan","Locality","4793","1840"
"2020 General Election","Sullivan","Supreme Court Justice Retention","Retention of Justice of the Supreme Court of Indiana","Shall Justice Christopher M. Goff be retained in office?","Sullivan","Locality","4776","1980"
"2020 General Election","Switzerland","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Elaine B. Brown be retained in office?","Switzerland","Locality","2202","689"
"2020 General Election","Switzerland","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Margret G. Robb be retained in office?","Switzerland","Locality","2195","720"
"2020 General Election","Switzerland","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - First District","Shall Judge Lloyd Mark Bailey be retained in office?","Switzerland","Locality","2154","725"
"2020 General Election","Switzerland","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fourth District","Shall Judge Melissa S. May be retained in office?","Switzerland","Locality","0","0"
"2020 General Election","Switzerland","Supreme Court Justice Retention","Retention of Justice of the Supreme Court of Indiana","Shall Justice Christopher M. Goff be retained in office?","Switzerland","Locality","2219","706"
"2020 General Election","Tippecanoe","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Elaine B. Brown be retained in office?","Tippecanoe","Locality","43391","10278"
"2020 General Election","Tippecanoe","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Margret G. Robb be retained in office?","Tippecanoe","Locality","45211","9512"
"2020 General Election","Tippecanoe","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fourth District","Shall Judge Melissa S. May be retained in office?","Tippecanoe","Locality","44086","9687"
"2020 General Election","Tippecanoe","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Second District","Shall Judge Cale Bradford be retained in office?","Tippecanoe","Locality","41168","12327"
"2020 General Election","Tippecanoe","Supreme Court Justice Retention","Retention of Justice of the Supreme Court of Indiana","Shall Justice Christopher M. Goff be retained in office?","Tippecanoe","Locality","41871","12108"
"2020 General Election","Tipton","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Elaine B. Brown be retained in office?","Tipton","Locality","4775","1323"
"2020 General Election","Tipton","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Margret G. Robb be retained in office?","Tipton","Locality","4650","1370"
"2020 General Election","Tipton","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fourth District","Shall Judge Melissa S. May be retained in office?","Tipton","Locality","4694","1334"
"2020 General Election","Tipton","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Second District","Shall Judge Cale Bradford be retained in office?","Tipton","Locality","4668","1421"
"2020 General Election","Tipton","Supreme Court Justice Retention","Retention of Justice of the Supreme Court of Indiana","Shall Justice Christopher M. Goff be retained in office?","Tipton","Locality","4776","1395"
"2020 General Election","Union","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Elaine B. Brown be retained in office?","Union","Locality","2105","446"
"2020 General Election","Union","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Margret G. Robb be retained in office?","Union","Locality","2092","453"
"2020 General Election","Union","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - First District","Shall Judge Lloyd Mark Bailey be retained in office?","Union","Locality","2097","457"
"2020 General Election","Union","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fourth District","Shall Judge Melissa S. May be retained in office?","Union","Locality","2086","460"
"2020 General Election","Union","Supreme Court Justice Retention","Retention of Justice of the Supreme Court of Indiana","Shall Justice Christopher M. Goff be retained in office?","Union","Locality","2129","449"
"2020 General Election","Vanderburgh","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Elaine B. Brown be retained in office?","Vanderburgh","Locality","48641","11011"
"2020 General Election","Vanderburgh","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Margret G. Robb be retained in office?","Vanderburgh","Locality","48648","10222"
"2020 General Election","Vanderburgh","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - First District","Shall Judge Lloyd Mark Bailey be retained in office?","Vanderburgh","Locality","0","0"
"2020 General Election","Vanderburgh","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fourth District","Shall Judge Melissa S. May be retained in office?","Vanderburgh","Locality","49101","9860"
"2020 General Election","Vanderburgh","Supreme Court Justice Retention","Retention of Justice of the Supreme Court of Indiana","Shall Justice Christopher M. Goff be retained in office?","Vanderburgh","Locality","47155","12501"
"2020 General Election","Vermillion","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Elaine B. Brown be retained in office?","Vermillion","Locality","4276","1529"
"2020 General Election","Vermillion","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Margret G. Robb be retained in office?","Vermillion","Locality","4260","1553"
"2020 General Election","Vermillion","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - First District","Shall Judge Lloyd Mark Bailey be retained in office?","Vermillion","Locality","4171","1635"
"2020 General Election","Vermillion","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fourth District","Shall Judge Melissa S. May be retained in office?","Vermillion","Locality","4350","1478"
"2020 General Election","Vermillion","Supreme Court Justice Retention","Retention of Justice of the Supreme Court of Indiana","Shall Justice Christopher M. Goff be retained in office?","Vermillion","Locality","4152","1720"
"2020 General Election","Vigo","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Elaine B. Brown be retained in office?","Vigo","Locality","26751","7849"
"2020 General Election","Vigo","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Margret G. Robb be retained in office?","Vigo","Locality","27153","7847"
"2020 General Election","Vigo","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - First District","Shall Judge Lloyd Mark Bailey be retained in office?","Vigo","Locality","25574","9076"
"2020 General Election","Vigo","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fourth District","Shall Judge Melissa S. May be retained in office?","Vigo","Locality","26994","7613"
"2020 General Election","Vigo","Supreme Court Justice Retention","Retention of Justice of the Supreme Court of Indiana","Shall Justice Christopher M. Goff be retained in office?","Vigo","Locality","25603","9241"
"2020 General Election","Wabash","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Elaine B. Brown be retained in office?","Wabash","Locality","8869","1519"
"2020 General Election","Wabash","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Margret G. Robb be retained in office?","Wabash","Locality","8921","1487"
"2020 General Election","Wabash","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fourth District","Shall Judge Melissa S. May be retained in office?","Wabash","Locality","8999","1460"
"2020 General Election","Wabash","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Second District","Shall Judge Cale Bradford be retained in office?","Wabash","Locality","8744","1682"
"2020 General Election","Wabash","Supreme Court Justice Retention","Retention of Justice of the Supreme Court of Indiana","Shall Justice Christopher M. Goff be retained in office?","Wabash","Locality","10045","1442"
"2020 General Election","Warren","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Elaine B. Brown be retained in office?","Warren","Locality","2873","744"
"2020 General Election","Warren","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Margret G. Robb be retained in office?","Warren","Locality","2864","724"
"2020 General Election","Warren","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fourth District","Shall Judge Melissa S. May be retained in office?","Warren","Locality","2872","720"
"2020 General Election","Warren","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Third District","Shall Judge Elizabeth Thoman Tavitas be retained in office?","Warren","Locality","2816","768"
"2020 General Election","Warren","Supreme Court Justice Retention","Retention of Justice of the Supreme Court of Indiana","Shall Justice Christopher M. Goff be retained in office?","Warren","Locality","2840","784"
"2020 General Election","Warrick","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Elaine B. Brown be retained in office?","Warrick","Locality","19647","4175"
"2020 General Election","Warrick","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Margret G. Robb be retained in office?","Warrick","Locality","19678","4191"
"2020 General Election","Warrick","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - First District","Shall Judge Lloyd Mark Bailey be retained in office?","Warrick","Locality","19015","4740"
"2020 General Election","Warrick","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fourth District","Shall Judge Melissa S. May be retained in office?","Warrick","Locality","19839","4100"
"2020 General Election","Warrick","Supreme Court Justice Retention","Retention of Justice of the Supreme Court of Indiana","Shall Justice Christopher M. Goff be retained in office?","Warrick","Locality","19269","4791"
"2020 General Election","Washington","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Elaine B. Brown be retained in office?","Washington","Locality","7107","1883"
"2020 General Election","Washington","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Margret G. Robb be retained in office?","Washington","Locality","6983","2022"
"2020 General Election","Washington","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - First District","Shall Judge Lloyd Mark Bailey be retained in office?","Washington","Locality","6911","2097"
"2020 General Election","Washington","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fourth District","Shall Judge Melissa S. May be retained in office?","Washington","Locality","7069","1924"
"2020 General Election","Washington","Supreme Court Justice Retention","Retention of Justice of the Supreme Court of Indiana","Shall Justice Christopher M. Goff be retained in office?","Washington","Locality","7025","2094"
"2020 General Election","Wayne","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Elaine B. Brown be retained in office?","Wayne","Locality","15377","2759"
"2020 General Election","Wayne","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Margret G. Robb be retained in office?","Wayne","Locality","16103","2831"
"2020 General Election","Wayne","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - First District","Shall Judge Lloyd Mark Bailey be retained in office?","Wayne","Locality","14942","3120"
"2020 General Election","Wayne","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fourth District","Shall Judge Melissa S. May be retained in office?","Wayne","Locality","15522","2649"
"2020 General Election","Wayne","Supreme Court Justice Retention","Retention of Justice of the Supreme Court of Indiana","Shall Justice Christopher M. Goff be retained in office?","Wayne","Locality","14982","3281"
"2020 General Election","Wells","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Elaine B. Brown be retained in office?","Wells","Locality","8978","1888"
"2020 General Election","Wells","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Margret G. Robb be retained in office?","Wells","Locality","8783","1995"
"2020 General Election","Wells","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fourth District","Shall Judge Melissa S. May be retained in office?","Wells","Locality","8846","1942"
"2020 General Election","Wells","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Second District","Shall Judge Cale Bradford be retained in office?","Wells","Locality","8756","2041"
"2020 General Election","Wells","Supreme Court Justice Retention","Retention of Justice of the Supreme Court of Indiana","Shall Justice Christopher M. Goff be retained in office?","Wells","Locality","8958","2012"
"2020 General Election","White","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Elaine B. Brown be retained in office?","White","Locality","6178","1669"
"2020 General Election","White","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Margret G. Robb be retained in office?","White","Locality","6207","1676"
"2020 General Election","White","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fourth District","Shall Judge Melissa S. May be retained in office?","White","Locality","6793","1738"
"2020 General Election","White","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Second District","Shall Judge Cale Bradford be retained in office?","White","Locality","6552","1932"
"2020 General Election","White","Supreme Court Justice Retention","Retention of Justice of the Supreme Court of Indiana","Shall Justice Christopher M. Goff be retained in office?","White","Locality","6646","1936"
"2020 General Election","Whitley","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Elaine B. Brown be retained in office?","Whitley","Locality","10857","2272"
"2020 General Election","Whitley","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fifth District","Shall Judge Margret G. Robb be retained in office?","Whitley","Locality","10793","2306"
"2020 General Election","Whitley","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Fourth District","Shall Judge Melissa S. May be retained in office?","Whitley","Locality","10786","2255"
"2020 General Election","Whitley","Court Of Appeals Judge Retention","Court of Appeals Judicial Retention - Third District","Shall Judge Elizabeth Thoman Tavitas be retained in office?","Whitley","Locality","10834","2242"
"2020 General Election","Whitley","Supreme Court Justice Retention","Retention of Justice of the Supreme Court of Indiana","Shall Justice Christopher M. Goff be retained in office?","Whitley","Locality","10895","2463"
